league,hfa.before,hfa.adjustment,hfa.now,home.pts,result.likelihood,mean.pts,min.pts,q025.pts,median.pts,q975.pts,max.pts,sd.pts,z.pts
Swiss Raiffeisen Super League,0.12951864118894302,0.7000000000000001,0.09066304883226012,43,0.9798,32.0023,8,21,32,43,52,5.594195582246051,1.9659126747199749
Swiss Raiffeisen Super League,0.12951864118894302,0.75,0.09713898089170726,43,0.9781,32.2651,11,22,32,43,52,5.5580312306711726,1.9314213170953496
Swiss Raiffeisen Super League,0.12951864118894302,0.8,0.10361491295115442,43,0.9762,32.3958,14,22,32,43,55,5.580703968647555,1.900154543149841
Swiss Raiffeisen Super League,0.12951864118894302,0.8500000000000001,0.11009084501060158,43,0.97,32.6851,13,22,33,44,54,5.568055164402683,1.8525139739894334
Swiss Raiffeisen Super League,0.12951864118894302,0.9,0.11656677707004871,43,0.9718,32.8632,14,22,33,44,56,5.613005998895276,1.8059485420103016
Swiss Raiffeisen Super League,0.12951864118894302,0.9500000000000001,0.12304270912949587,43,0.9658,33.2447,13,22,33,44,55,5.620638848752587,1.7356212100631647
Swiss Raiffeisen Super League,0.12951864118894302,1,0.12951864118894302,43,0.9618,33.4552,12,23,33,45,56,5.623109006189507,1.697423967682964
Swiss Raiffeisen Super League,0.12951864118894302,1.05,0.13599457324839018,43,0.9583,33.5744,11,23,34,45,54,5.607709807125195,1.6808287739896544
Swiss Raiffeisen Super League,0.12951864118894302,1.1,0.14247050530783734,43,0.9569,33.8823,11,23,34,45,56,5.565549770186629,1.6382388760300775
Swiss Raiffeisen Super League,0.12951864118894302,1.15,0.14894643736728447,43,0.9513,34.1846,13,23,34,45,56,5.594198096710066,1.5758111971730695
Turkish Turkcell Super Lig,0.1492687899863358,0,0,43,0.6458,41.0607,15,28,41,54,66,6.723625229266007,0.2884307102006203
Turkish Turkcell Super Lig,0.1492687899863358,0.05,0.007463439499316791,43,0.6244,41.4064,15,28,41,54,68,6.621240300903769,0.24067998253778572
Turkish Turkcell Super Lig,0.1492687899863358,0.1,0.014926878998633581,43,0.5994,41.9551,18,29,42,55,65,6.614443217377226,0.15797248017110116
Turkish Turkcell Super Lig,0.1492687899863358,0.15000000000000002,0.022390318497950375,43,0.5869,42.0597,16,29,42,55,67,6.738373429667412,0.13954406205213998
Turkish Turkcell Super Lig,0.1492687899863358,0.2,0.029853757997267163,43,0.5532,42.6203,16,30,43,56,70,6.703060570523081,0.056645765916205855
Turkish Turkcell Super Lig,0.1492687899863358,0.25,0.03731719749658395,43,0.5404,42.9088,14,30,43,56,69,6.700117291299588,0.013611702009818252
Turkish Turkcell Super Lig,0.1492687899863358,0.30000000000000004,0.04478063699590075,43,0.5189,43.2923,16,30,43,57,67,6.705039631922139,-0.04359407491170988
Turkish Turkcell Super Lig,0.1492687899863358,0.35000000000000003,0.052244076495217534,43,0.4906,43.7248,17,31,44,57,71,6.674602609294369,-0.10859073452413774
Turkish Turkcell Super Lig,0.1492687899863358,0.4,0.059707515994534326,43,0.458,44.1664,18,31,44,57,67,6.680551924609354,-0.1745963526910553
Turkish Turkcell Super Lig,0.1492687899863358,0.45,0.06717095549385112,43,0.4452,44.5287,21,31,44,58,71,6.747231196786004,-0.22656701029130086
Turkish Turkcell Super Lig,0.1492687899863358,0.5,0.0746343949931679,43,0.4237,44.7856,21,32,45,58,70,6.6972769086994735,-0.26661582376571363
Turkish Turkcell Super Lig,0.1492687899863358,0.55,0.0820978344924847,43,0.4003,45.1972,21,32,45,58,70,6.722695264784974,-0.32683319910534125
Turkish Turkcell Super Lig,0.1492687899863358,0.6000000000000001,0.0895612739918015,43,0.3844,45.5682,23,33,46,58,69,6.660224066685884,-0.38560264253660903
Turkish Turkcell Super Lig,0.1492687899863358,0.65,0.09702471349111827,43,0.365,45.8115,23,33,46,59,70,6.720065749556907,-0.41837388275336157
Turkish Turkcell Super Lig,0.1492687899863358,0.7000000000000001,0.10448815299043507,43,0.3344,46.2822,22,33,46,59,69,6.628586348211629,-0.4951583682523092
Turkish Turkcell Super Lig,0.1492687899863358,0.75,0.11195159248975185,43,0.3168,46.754,23,34,47,60,71,6.751699233841391,-0.5560081795681756
Turkish Turkcell Super Lig,0.1492687899863358,0.8,0.11941503198906865,43,0.2927,47.1646,24,34,47,60,71,6.636829935380227,-0.6274983750599009
Turkish Turkcell Super Lig,0.1492687899863358,0.8500000000000001,0.12687847148838544,43,0.2826,47.4814,24,34,47,61,77,6.758803309922417,-0.6630463699721781
Turkish Turkcell Super Lig,0.1492687899863358,0.9,0.13434191098770223,43,0.2629,47.8485,24,35,48,61,74,6.750133641670959,-0.7182820751975189
Turkish Turkcell Super Lig,0.1492687899863358,0.9500000000000001,0.14180535048701903,43,0.2486,48.1592,22,35,48,61,80,6.720905624783145,-0.7676346445002289
Turkish Turkcell Super Lig,0.1492687899863358,1,0.1492687899863358,43,0.2237,48.6102,24,35,49,62,75,6.742655433894722,-0.8320460766537214
Turkish Turkcell Super Lig,0.1492687899863358,1.05,0.1567322294856526,43,0.2003,49.0194,25,36,49,62,74,6.576347654652047,-0.9153104908834815
Turkish Turkcell Super Lig,0.1492687899863358,1.1,0.1641956689849694,43,0.1874,49.3631,27,37,49,62,73,6.600349600701856,-0.9640549948026049
Turkish Turkcell Super Lig,0.1492687899863358,1.15,0.17165910848428617,43,0.1773,49.6776,23,37,50,63,77,6.6719644596606695,-1.000844659825963
